RegistrationNo,ProductName,TotalContent,FirstProve,Period,Toxicity,Company,Remark,ScrapedAt
PD20110074,tebuconazole,430克/升,2011.01.19,2031.01.18,Slightly Toxic,"Jiangsu Tenglong Biological&Medicinal Co.,Ltd",,2026-05-03T19:12:30.800552
PD20110073,glyphosate,46%,2011.01.19,2031.01.18,Slightly Toxic,"Jiangsu Yangnong Chemical Co., Ltd.",草甘膦异丙胺盐含量：62%。2023年7月28日，变更原持有人江苏优嘉植物保护有限公司。,2026-05-03T19:12:30.800552
PD20110072,bisultap,29%,2011.01.19,2031.01.18,Lowly Toxic,ADAMA Anpon (Jiangsu) Ltd,,2026-05-03T19:12:30.800552
PD91104-9,dichlorvos,50%,,2031.01.17,Moderately Toxic,"Shandong Henglida BIO-SCIENCE CO.,LTD",,2026-05-03T19:12:30.800552
PD91104-30,dichlorvos,50%,,2031.01.17,Moderately Toxic,Wuhan wulong pesticides co.，ltd.,2025年11月26日，变更原持有人湖北省武汉武隆农药有限公司。,2026-05-03T19:12:30.800552
PD91104-27,dichlorvos,48%,,2031.01.17,Moderately Toxic,abc,质量浓度600克/升。2025年12月12日，变更原持有人山东垄喜植物保护有限公司。,2026-05-03T19:12:30.800552
PD20110071,sethoxydim,12.5%,2011.01.18,2031.01.17,Lowly Toxic,,,2026-05-03T19:12:30.800552
PD20110070,profenofos,50%,2011.01.18,2031.01.17,Lowly Toxic,"Jiangxi Windeal  Biotechnology Co., Ltd",,2026-05-03T19:12:30.800552
PD85154-28,fenvalerate,20%,,2031.01.16,Moderately Toxic,"Sichuan chuandong pesticide chemical co., ltd",,2026-05-03T19:12:30.800552
PD85129,malathion,70%,,2031.01.15,Lowly Toxic,"Ningbo Sunjoy Agroscience Co., Ltd.",,2026-05-03T19:12:30.800552
WP20210010,meperfluthrin,1.2%,2021.01.14,2031.01.13,Slightly Toxic,"JinJiang LaoJun Chemical Co., Ltd",,2026-05-03T19:12:30.800552
WP20210009,meperfluthrin,1.2%,2021.01.14,2031.01.13,Slightly Toxic,"Jinjiang Jintong mosquito Repellent Incence co., Ltd",2024年7月4日，变更原持有人福建省晋江金童蚊香制品有限公司。,2026-05-03T19:12:30.800552
WP20210008,prallethrin、meperfluthrin,13毫克/片,2021.01.14,2031.01.13,Slightly Toxic,"Youjia Crop Protection Co., Ltd.",,2026-05-03T19:12:30.800552
WP20210007,meperfluthrin,0.6%,2021.01.14,2031.01.13,Slightly Toxic,"Youjia Crop Protection Co., Ltd.",,2026-05-03T19:12:30.800552
WP20210006,meperfluthrin,0.08%,2021.01.14,2031.01.13,Slightly Toxic,"Youjia Crop Protection Co., Ltd.",,2026-05-03T19:12:30.800552
WP20210005,dimefluthrin,0.62%,2021.01.14,2031.01.13,Slightly Toxic,"Xiamen Shengweida Industry and Trade Co.,Ltd",,2026-05-03T19:12:30.800552
WP20210004,暂无、propoxur,2%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Gongcheng Bio-tech Co.,Ltd",,2026-05-03T19:12:30.800552
WP20210003,bifenthrin,5%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Tianfeng Bioscience Co., Ltd.",,2026-05-03T19:12:30.800552
WP20210002,meperfluthrin、propoxur,8%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Gongcheng Bio-tech Co.,Ltd",,2026-05-03T19:12:30.800552
WP20210001,chlorantraniliprole,200克/升,2021.01.14,2031.01.13,Slightly Toxic,Syngenta Crop Protection AG,,2026-05-03T19:12:30.800552
PD20210099,clethodim,35%,2021.01.14,2031.01.13,Lowly Toxic,"Wuqiao Pesticides Co.,Ltd.",质量浓度为360克/升。,2026-05-03T19:12:30.800552
PD20210098,pretilachlor、oxadiargyl、clomazone,48%,2021.01.14,2031.01.13,Lowly Toxic,"ANHUI SHARE WORLD BIO-TECH CO., LTD.",,2026-05-03T19:12:30.800552
PD20210097,metamifop、cyhalofop-butyl,25%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Tianyi Biotechnology Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210096,clodinafop-propargyl、pinoxaden,5%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210095,pinoxaden,5%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Zhongshan Chemical Industry Group Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210094,diflufenican、florasulam,16%,2021.01.14,2031.01.13,Lowly Toxic,Xinxiang China Electronic Herbicide  Limited  Company,,2026-05-03T19:12:30.800552
PD20210093,pyriminobac-methyl、penoxsulam,10%,2021.01.14,2031.01.13,Slightly Toxic,"Hunan Agriculture University Heartale Chemurgy Co.,Ltd",,2026-05-03T19:12:30.800552
PD20210092,glyphosate、glufosinate-ammonium,36%,2021.01.14,2031.01.13,Lowly Toxic,,2023年11月6日，变更原持有人安徽华微农化股份有限公司。2025年9月25日，变更原持有人安徽华微生物技术有限公司。2025年12月22日，变更原持有人湖北富瑞吉生物技术有限公司。,2026-05-03T19:12:30.800552
PD20210091,metamifop、cyhalofop-butyl,20%,2021.01.14,2031.01.13,Lowly Toxic,"SHANDONG VICOME GREENLAND CHEMICAL CO., LTD.",,2026-05-03T19:12:30.800552
PD20210090,"2,4-D-ethylhexyl",57%,2021.01.14,2031.01.13,Lowly Toxic,"Shandong Binnong Technology Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210089,haloxyfop-P-methyl、glufosinate-ammonium,20%,2021.01.14,2031.01.13,Lowly Toxic,"Henan Kehui Industrial Co., Ltd",,2026-05-03T19:12:30.800552
PD20210088,pyriminobac-methyl、pretilachlor、oxyfluorfen,30%,2021.01.14,2031.01.13,Slightly Toxic,"JIANGXI ZHONGXUN AGRO-CHEMICAL Co.,Ltd",,2026-05-03T19:12:30.800552
PD20210087,butachlor、bensulfuron-methyl,53%,2021.01.14,2031.01.13,Lowly Toxic,"JIANGXI ZHONGXUN AGRO-CHEMICAL Co.,Ltd",,2026-05-03T19:12:30.800552
PD20210086,oxadiazon,35%,2021.01.14,2031.01.13,Lowly Toxic,"JINAN TIANBANG CHEMICAL CO.,LTD",,2026-05-03T19:12:30.800552
PD20210085,metamifop,10%,2021.01.14,2031.01.13,Lowly Toxic,"BENGBU BIOAGRILAND FAITHCHEM CO., LTD",,2026-05-03T19:12:30.800552
PD20210084,diuron,80%,2021.01.14,2031.01.13,Lowly Toxic,"Nantong Luosen Chemical CO.,LTD.",,2026-05-03T19:12:30.800552
PD20210083,penoxsulam、mesotrione,16%,2021.01.14,2031.01.13,Lowly Toxic,"Zhangye Dagong pesticide Chemistry Co.,Ltd",,2026-05-03T19:12:30.800552
PD20210082,atrazine、mesotrione,55%,2021.01.14,2031.01.13,Lowly Toxic,"Zhangye Dagong pesticide Chemistry Co.,Ltd",,2026-05-03T19:12:30.800552
PD20210081,triclopyr、glyphosate,60%,2021.01.14,2031.01.13,Lowly Toxic,"Guangxi Huifeng Biotechnology Co. , Ltd.",,2026-05-03T19:12:30.800552
PD20210080,fluroxypyr-meptyl、glyphosate,61.5%,2021.01.14,2031.01.13,Lowly Toxic,"Sichuan Leshan Fuhua Tong Da Agro-chemical Technology Co.,Ltd",2023年1月19日，变更原持有人四川省乐山市福华通达农药科技有限公司。,2026-05-03T19:12:30.800552
PD20210079,MCPA,50%,2021.01.14,2031.01.13,Lowly Toxic,"JINAN TIANBANG CHEMICAL CO.,LTD",2甲4氯钠含量：56%。,2026-05-03T19:12:30.800552
PD20210078,"2,4-D-ethylhexyl",50%,2021.01.14,2031.01.13,Lowly Toxic,"JINAN TIANBANG CHEMICAL CO.,LTD",,2026-05-03T19:12:30.800552
PD20210077,glufosinate-ammonium、MCPA,23.5%,2021.01.14,2031.01.13,Lowly Toxic,"SHANDONG QILIN AGROCHEMICALS CO.,LTD",2甲4氯钠含量：6%。,2026-05-03T19:12:30.800552
PD20210076,flumetsulam,20%,2021.01.14,2031.01.13,Slightly Toxic,"Anhui Fengle Agrochemical Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210075,cyhalofop-butyl,30%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Changqing Biotechnology Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210074,mesosulfuron-methyl、flucarbazone-Na,3%,2021.01.14,2031.01.13,Lowly Toxic,"Brightmart Cropscience Co., Ltd",2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:12:30.800552
PD20210073,pyrazosulfuron-ethyl,20%,2021.01.14,2031.01.13,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:12:30.800552
PD20210072,s-metolachlor、isoxaflutole、atrazine,42%,2021.01.14,2031.01.13,Lowly Toxic,"Hailir Pesticides and Chemicals Group Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210071,acifluorfen,21.4%,2021.01.14,2031.01.13,Lowly Toxic,Shandong Cynda Chemical Co.，Ltd.,,2026-05-03T19:12:30.800552
PD20210070,flumioxazin、pendimethalin,34%,2021.01.14,2031.01.13,Lowly Toxic,"HENAN HANSI CROP PROTECTION CO., LTD.",,2026-05-03T19:12:30.800552
PD20210069,pretilachlor、penoxsulam,5%,2021.01.14,2031.01.13,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:12:30.800552
PD20210068,carfentrazone-ethyl、florasulam,3%,2021.01.14,2031.01.13,Lowly Toxic,"JINAN TIANBANG CHEMICAL CO.,LTD",,2026-05-03T19:12:30.800552
PD20210067,acetochlor、MCPA-isooctyl、metribuzin,82%,2021.01.14,2031.01.13,Lowly Toxic,"Shandong Kesaijinong Biotechnology Co., Ltd.",2023年3月28日，变更原持有人山东科赛基农生物科技有限公司。,2026-05-03T19:12:30.800552
PD20210066,isoproturon,40%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangxi Jiatiansen Biotechnology Co., Ltd",2023年7月28日，变更原持有人安徽佳田森农药化工有限公司。,2026-05-03T19:12:30.800552
PD20210065,clethodim,24%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Changqing Biotechnology Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210064,fluroxypyr-meptyl,288克/升,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Changqing Biotechnology Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210063,isoproturon、flucarbazone-Na,35%,2021.01.14,2031.01.13,Lowly Toxic,"HEFEI  HENONG  PESTICIDE  CO., LTD.",,2026-05-03T19:12:30.800552
PD20210062,topramezone、terbuthylazine,28%,2021.01.14,2031.01.13,Lowly Toxic,"JILIN JINQIU PESTICIDE CO., LTD",2024年11月26日，增加甘蔗田一年生杂草。 2025年10月30日，增加高粱田一年生杂草。,2026-05-03T19:12:30.800552
PD20210061,glyphosate、glufosinate-ammonium,36%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangxi Zhongyuan crop protection Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210060,"2,4-D-ethylhexyl",900克/升,2021.01.14,2031.01.13,Lowly Toxic,"Tianjin Book Agrochemicals Co., LTD",,2026-05-03T19:12:30.800552
PD20210059,clopyralid,30%,2021.01.14,2031.01.13,Lowly Toxic,"Anhui Fengle Agrochemical Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210058,topramezone、atrazine、nicosulfuron,25%,2021.01.14,2031.01.13,Lowly Toxic,"Brightmart Cropscience Co., Ltd",2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:12:30.800552
PD20210057,glyphosate、glufosinate-ammonium,36%,2021.01.14,2031.01.13,Lowly Toxic,"SHANDONG SHENGPENG TECHNOLOGY CO.,LTD",,2026-05-03T19:12:30.800552
PD20210056,pretilachlor、oxyfluorfen、oxadiazon,52%,2021.01.14,2031.01.13,Lowly Toxic,"Shandong Kesaijinong Biotechnology Co., Ltd.",2023年3月28日，变更原持有人山东科赛基农生物科技有限公司。,2026-05-03T19:12:30.800552
PD20210055,pretilachlor、pyrazosulfuron-ethyl,6%,2021.01.14,2031.01.13,Lowly Toxic,"LION AGREVO(JIANGSU)CO.,LTD",,2026-05-03T19:12:30.800552
PD20210054,abamectin、fosthiazate,21%,2021.01.14,2031.01.13,Moderately Toxic (technical material is highly toxic),"Jiangxi Dingzheng Biological Technology Co., LTD",2023年7月28日，变更原持有人江西抚州新兴化工有限公司。,2026-05-03T19:12:30.800552
PD20210053,triticonazole,28%,2021.01.14,2031.01.13,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",,2026-05-03T19:12:30.800552
PD20210052,tetraconazole、bupirimate,30%,2021.01.14,2031.01.13,Lowly Toxic,Jiangxi Zhengbang Crop Protection Co. Ltd.,,2026-05-03T19:12:30.800552
PD20210051,azoxystrobin、metalaxyl-M、thiophanate-methyl,12%,2021.01.14,2031.01.13,Lowly Toxic,,,2026-05-03T19:12:30.800552
PD20210050,tebuconazole、trifloxystrobin,30%,2021.01.14,2031.01.13,Lowly Toxic,,2022年08月08日，变更原持有人拜耳有限责任公司。,2026-05-03T19:12:30.800552
PD20210049,azoxystrobin、metalaxyl-M、fludioxonil,4%,2021.01.14,2031.01.13,Lowly Toxic,"Anhui Fengle Agrochemical Co., Ltd.",2023年6月21日，增加花生根腐病。,2026-05-03T19:12:32.781227
PD20210048,metalaxyl-M、dimethomorph,60%,2021.01.14,2031.01.13,Lowly Toxic,"Shaanxi Mei Bang Pharmaceutical Group Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210047,metalaxyl-M,10%,2021.01.14,2031.01.13,Lowly Toxic,"Henan Zhong seed Scientific Development Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210046,pyraclostrobin,18%,2021.01.14,2031.01.13,Lowly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:12:32.781227
PD20210045,Phenamacril、tebuconazole,480克/升,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Pesticide Research Institute Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210044,azoxystrobin、metalaxyl-M、fludioxonil,6%,2021.01.14,2031.01.13,Lowly Toxic,Weishi country pesticideplant,,2026-05-03T19:12:32.781227
PD20210043,prochloraz、propiconazol,490克/升,2021.01.14,2031.01.13,Moderately Toxic,ADAMA Anpon (Jiangsu) Ltd,2023年5月19日，变更原毒性中等毒。,2026-05-03T19:12:32.781227
PD20210042,fludioxonil,20%,2021.01.14,2031.01.13,Lowly Toxic,"Qingdao KYX Chemical Co.,Ltd",,2026-05-03T19:12:32.781227
PD20210041,boscalid,30%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Tianfeng Bioscience Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210040,benzisothiazolinone,12%,2021.01.14,2031.01.13,Lowly Toxic,"XI'AN HYTECH AGROCHEMICALS CO., LTD.",,2026-05-03T19:12:32.781227
PD20210039,pyraclostrobin、cyazofamid,30%,2021.01.14,2031.01.13,Lowly Toxic,"Hebei Lishijie Biotechnology Co.,Ltd.",2022年12月30日，增加马铃薯晚疫病。 2025年5月30日，增加荔枝树霜疫霉病。,2026-05-03T19:12:32.781227
PD20210038,zhongshengmycin、kasugamycin,13%,2021.01.14,2031.01.13,Lowly Toxic,"Shaan xi Xian Nong biology science Co., Ltd",,2026-05-03T19:12:32.781227
PD20210037,prochloraz、fenoxanil,25%,2021.01.14,2031.01.13,Lowly Toxic,"Pilarquim(Jiangsu)Co.,Ltd",质量浓度280克/升（咪鲜胺168克/升，稻瘟酰胺112克/升）。,2026-05-03T19:12:32.781227
PD20210036,bacillus subtilis,1000亿CFU/克,2021.01.14,2031.01.13,Lowly Toxic,"Fujian Kaili Bio-product Co., Ltd",2025年7月4日，增加番茄灰霉病、樱桃树灰霉病、黄瓜白粉病、草莓白粉病。,2026-05-03T19:12:32.781227
PD20210035,pydiflumetofen,200克/升,2021.01.14,2031.01.13,Lowly Toxic,"Syngenta Nantong Crop Protection Co., Ltd.",2022年06月01日，增加花生叶斑病。 2024年6月11日，增加水稻稻曲病。 2025年5月30日，增加玉米大斑病、大豆叶斑病。,2026-05-03T19:12:32.781227
PD20210034,difenoconazole、pyraclostrobin,30%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Sevencontinent Green Chemical Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210033,oxine-copper、dimethomorph,46%,2021.01.14,2031.01.13,Lowly Toxic,"SYNWILL CO., LTD.",,2026-05-03T19:12:32.781227
PD20210032,famoxadone、cyazofamid,30%,2021.01.14,2031.01.13,Slightly Toxic,"QINGDAO HANSEN BIOLOGIC SCIENCE CO., LTD",2022年10月24日，变更原持有人山东省青岛瀚生生物科技股份有限公司。,2026-05-03T19:12:32.781227
PD20210031,cymoxanil、cyazofamid,24%,2021.01.14,2031.01.13,Lowly Toxic,"Zhejiang Tianfeng Bioscience Co., Ltd.",,2026-05-03T19:12:32.781227
PD20210030,azoxystrobin、metalaxyl-M、fludioxonil,6%,2021.01.14,2031.01.13,Lowly Toxic,"Hunan Suncas Agricultural Development Co., Ltd",,2026-05-03T19:12:32.781227
PD20210029,boscalid、pyrisoxazole,25%,2021.01.14,2031.01.13,Lowly Toxic,"Qingdao KYX Chemical Co.,Ltd",,2026-05-03T19:12:32.781227
PD20210028,azoxystrobin、fludioxonil,0.2%,2021.01.14,2031.01.13,Lowly Toxic,"SHANXI YUNCHENG LUKANG INDUSTRIAL CO.,LTD.",,2026-05-03T19:12:32.781227
PD20210027,fluazinam、metalaxyl-M,36%,2021.01.14,2031.01.13,Slightly Toxic,"NORTH CHINA PHARMACEUTICAL GROUP  AINO CO., LTD.",,2026-05-03T19:12:32.781227
PD20210026,diquat,32%,2021.01.14,2031.01.13,Lowly Toxic,"WEIFANG NUCHLOR CHEMICAL CO., LTD.",质量浓度376克/升。敌草快阳离子17.1%，200克/升。 2023年5月8日，增加非耕地杂草。 2025年2月25日，标注质量浓度。,2026-05-03T19:12:32.781227
PD20210025,gibberellic acid、forchlorfenuron,0.3%,2021.01.14,2031.01.13,Lowly Toxic,"SHANDONG AOWEITE BIOTECHNOLOGY CO., LTD",,2026-05-03T19:12:32.781227
PD20210024,28-homobrassinolide,0.01%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangxi Windeal  Biotechnology Co., Ltd",,2026-05-03T19:12:32.781227
PD20210023,paclobutrazol,25%,2021.01.14,2031.01.13,Lowly Toxic,"BAILING AGROCHEMICAL CO.,LTD",,2026-05-03T19:12:32.781227
PD20210022,ethephon,5%,2021.01.14,2031.01.13,Lowly Toxic,,2022年01月08日，登记证持有人变更，原持有人为江苏省常熟市农药厂有限公司。,2026-05-03T19:12:32.781227
PD20210021,4-indol-3-ylbutyric acid、1-naphthyl acetic acid,12%,2021.01.14,2031.01.13,Lowly Toxic,"Sichuan Xinlanyue Biotechnology Co., Ltd",2023年7月9日，变更原持有人四川省兰月科技有限公司。,2026-05-03T19:12:32.781227
PD20210020,dinotefuran、spirotetramat,30%,2021.01.14,2031.01.13,Lowly Toxic,"Anyang City Ruipu Agrochemical Co.,Ltd.",2023年9月11日，变更原持有人河南省安阳市锐普农化有限责任公司。,2026-05-03T19:12:32.781227
PD20210019,dinotefuran、etofenprox,30%,2021.01.14,2031.01.13,Lowly Toxic,"Jiangsu Rotam Chemistry Co., Ltd",,2026-05-03T19:12:32.781227
PD20210018,spirotetramat、thiacloprid,30%,2021.01.14,2031.01.13,Lowly Toxic,"Shanghai Yuelian Biotech Co., Ltd.",2025年9月1日，增加豇豆蓟马。,2026-05-03T19:12:32.781227
PD20210017,thiamethoxam,46%,2021.01.14,2031.01.13,Lowly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:12:32.781227
PD20210016,indoxacarb、abamectin-aminomethyl,15.5%,2021.01.14,2031.01.13,Lowly Toxic,"Anhui Hua Microbial Technology Co., LTD",甲氨基阿维菌素苯甲酸盐含量：4%。2023年11月6日，变更原持有人安徽华微农化股份有限公司。,2026-05-03T19:12:32.781227
PD20210015,lufenuron,10%,2021.01.14,2031.01.13,Lowly Toxic,"GUANGXI BINDLEY BIOTECHNOLOGY CO.,LTD",,2026-05-03T19:12:32.781227
PD20210014,clothianidin,8%,2021.01.14,2031.01.13,Lowly Toxic,"HENAN HANSI CROP PROTECTION CO., LTD.",2024年4月28日，变更原持有人开封市汴梁种衣剂有限公司。,2026-05-03T19:12:32.781227
PD20210013,abamectin-aminomethyl,5%,2021.01.14,2031.01.13,Lowly Toxic,"ANHUI KEYUAN PLANT PROTECTION ENGINEERING CO.,LTD.",甲氨基阿维菌素苯甲酸盐含量：5.7%。,2026-05-03T19:12:32.781227
PD20210012,imidacloprid,5%,2021.01.14,2031.01.13,Lowly Toxic,"ANHUI KEYUAN PLANT PROTECTION ENGINEERING CO.,LTD.",,2026-05-03T19:12:32.781227
PD20210011,indoxacarb、chlorfenapyr,30%,2021.01.14,2031.01.13,Lowly Toxic,"Shanghai heben-eastsun medicaments co.,ltd",,2026-05-03T19:12:32.781227
PD20210010,bifenthrin、acetamiprid,5%,2021.01.14,2031.01.13,Lowly Toxic,ADAMA Anpon (Jiangsu) Ltd,,2026-05-03T19:12:32.781227
PD20210009,abamectin,10%,2021.01.14,2031.01.13,Moderately Toxic (technical material is highly toxic),NANJING NAU PESTICIDE TECHNOLOGY DEVELOPMENT CO.LTD.,,2026-05-03T19:12:32.781227
PD20210008,bifenthrin、thiamethoxam,10%,2021.01.14,2031.01.13,Lowly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:12:32.781227
PD20210007,clothianidin、lambda-cyhalothrin,25%,2021.01.14,2031.01.13,Moderately Toxic,"Pilarquim(Jiangsu)Co.,Ltd",质量浓度280克/升（高效氯氟氰菊酯135克/升，噻虫胺145克/升）。 2024年4月28日，标注质量浓度。,2026-05-03T19:12:32.781227
PD20210006,chlorfenapyr、lufenuron,12%,2021.01.14,2031.01.13,Lowly Toxic,"Shandong Jinnong Biochemical Co., Ltd",,2026-05-03T19:12:32.781227
PD20210005,matrine,0.5%,2021.01.14,2031.01.13,Slightly Toxic,Tianmen Spring Plant Protection Company Limited,2022年04月24日，增加烟草蚜虫。2026年2月11日，变更原持有人湖北省天门斯普林植物保护有限公司。,2026-05-03T19:12:32.781227
PD20210004,clothianidin、metalaxyl-M、fludioxonil,9%,2021.01.14,2031.01.13,Lowly Toxic,"Jilin Province Bada Pesticide Co., Ltd.",2025年12月22日，变更原持有人吉林省八达农药有限公司。,2026-05-03T19:12:32.781227
PD20210003,clothianidin、thifluzamide、metalaxyl-M,30%,2021.01.14,2031.01.13,Lowly Toxic,"Sichuan Kelilong Crop Technology Co., Ltd",2023年11月23日，变更原持有人成都科利隆生化有限公司。,2026-05-03T19:12:32.781227
PD20210002,thiamethoxam、metalaxyl-M、fludioxonil,25%,2021.01.14,2031.01.13,Lowly Toxic,"Sichuan Red Seed New High-tech Agriculture Co.,Ltd",,2026-05-03T19:12:32.781227
PD20210001,muscalure,90%,2021.01.14,2031.01.13,Lowly Toxic,"Hebi Quanfeng Biological Technology Co., Ltd.",,2026-05-03T19:12:32.781227
PD20152605,glyphosate,41%,2015.12.17,2031.01.13,Lowly Toxic,,草甘膦异丙胺盐含量：41%。2022年10月24日，变更原持有人山东寿光德力生物农化有限公司。2025年5月24日，变更原持有人山东鼎越生物科技有限公司。,2026-05-03T19:12:32.781227
PD85150-33,carbendazim,50%,,2031.01.12,Lowly Toxic,"BAILING AGROCHEMICAL CO.,LTD",,2026-05-03T19:12:32.781227
WP20110017,p-dichlorobenzene,99%,2011.01.11,2031.01.10,Lowly Toxic,"SHANDONG SHIBANG AGRICULTURAL CHEMISTRY CO., LTD",2023年1月19日，变更原持有人济南仕邦农化有限公司。,2026-05-03T19:12:32.781227
WP20110015,fipronil,3%,2011.01.11,2031.01.10,Lowly Toxic,"Brightmart Cropscience Co., Ltd",仅限专业人员使用。2022年04月02日，变更原持有人广东省佛山市盈辉作物科学有限公司。,2026-05-03T19:12:32.781227
WP20110014,diethyltoluamide,5%,2011.01.11,2031.01.10,Slightly Toxic,"Larry(Xiamen)Hi-Tech CO.,Ltd",,2026-05-03T19:12:32.781227
